wms_company_id,sku_code,order_id,shipment_id,order_line,original_order_qty,shipped_qty,create_date,closed_date
Michelin,825202_109,3928213,179312.0,1152127.0,100.0,100.0,2021-06-15 05:31:01,2021-06-17 14:16:00
Michelin,825202_109,3928216,179315.0,1152135.0,800.0,800.0,2021-06-15 05:36:01,2021-06-17 14:16:01
Michelin,439132_101,3928438,179405.0,1152259.0,4.0,4.0,2021-06-15 06:36:01,2021-06-17 13:56:31
Michelin,839180_101,3928522,179406.0,1152260.0,750.0,750.0,2021-06-15 06:46:01,2021-06-17 15:44:40
Michelin,839180_101,3928524,179408.0,1152262.0,750.0,750.0,2021-06-15 06:51:03,2021-06-17 15:44:41
Michelin,839180_101,3928637,179411.0,1152271.0,750.0,750.0,2021-06-15 06:56:01,2021-06-17 15:44:40
Michelin,839180_101,3928639,179412.0,1152272.0,750.0,750.0,2021-06-15 07:01:04,2021-06-17 15:44:39
Michelin,839180_101,3928643,179415.0,1152275.0,750.0,750.0,2021-06-15 07:01:05,2021-06-17 15:44:39
Michelin,839180_101,3928644,179413.0,1152273.0,750.0,750.0,2021-06-15 07:01:05,2021-06-17 15:44:39
Michelin,120217_105,3928777,179418.0,1152280.0,810.0,810.0,2021-06-15 07:21:03,2021-06-17 15:44:39
Michelin,423336_115,3928850,179428.0,1152426.0,10.0,10.0,2021-06-15 07:41:04,2021-06-17 13:56:45
Michelin,423336_115,3928850,179428.0,1152425.0,90.0,90.0,2021-06-15 07:41:04,2021-06-17 13:56:45
Michelin,243266_101,5400001576,179854.0,1155048.0,11.0,11.0,2021-06-17 05:11:02,2021-06-17 18:26:15
Michelin,439132_101,CTSC21061701,179808.0,1154956.0,30.0,30.0,2021-06-17 00:46:01,2021-06-17 13:57:00
Michelin,495612_124,CTSC21061702,179926.0,1155476.0,2.0,2.0,2021-06-17 08:41:01,2021-06-17 17:10:37
Michelin,495612_124,CTSC21061703,179927.0,1155477.0,32.0,32.0,2021-06-17 08:41:02,2021-06-17 17:10:37
Michelin,149203_110,3855647,174897.0,1123825.0,1.0,1.0,2021-05-26 08:41:05,2021-06-18 13:30:54
Michelin,428635_101,3919738,178771.0,1149270.0,420.0,420.0,2021-06-11 09:31:06,2021-06-18 18:25:15
Michelin,428635_101,3919742,178772.0,1149271.0,420.0,420.0,2021-06-11 09:31:06,2021-06-18 18:25:16
Michelin,439132_101,3919793,178804.0,1149309.0,405.0,405.0,2021-06-11 09:36:01,2021-06-18 14:37:47
Michelin,839180_101,3928641,179414.0,1152274.0,750.0,750.0,2021-06-15 07:01:05,2021-06-18 18:25:47
Michelin,401328_105,3936706,179809.0,1154957.0,555.0,555.0,2021-06-17 01:51:03,2021-06-18 14:37:30
Michelin,825202_109,3936706,179809.0,1154958.0,245.0,245.0,2021-06-17 01:51:03,2021-06-18 14:37:30
Michelin,401328_105,3936712,179810.0,1154959.0,800.0,800.0,2021-06-17 01:51:04,2021-06-18 14:37:31
Michelin,710345_120,3936756,179812.0,1154961.0,16.0,16.0,2021-06-17 02:31:02,2021-06-18 12:55:31
Michelin,892524_114,3936848,179819.0,1154975.0,133.0,133.0,2021-06-17 03:36:01,2021-06-18 15:38:29
Michelin,892524_114,3936849,179818.0,1154971.0,352.0,352.0,2021-06-17 03:36:01,2021-06-18 19:06:37
Michelin,495612_124,3938158,179913.0,1155352.0,550.0,550.0,2021-06-17 08:16:06,2021-06-18 14:37:16
Michelin,215487_110,3938254,179922.0,1155471.0,760.0,760.0,2021-06-17 08:31:08,2021-06-18 18:25:33
Michelin,389858_111,3937274,179856.0,1155064.0,86.0,86.0,2021-06-17 05:26:02,2021-06-19 18:31:06
Michelin,389858_111,3937274,179856.0,1155063.0,187.0,187.0,2021-06-17 05:26:02,2021-06-19 18:31:06
Michelin,428635_101,3938007,179904.0,1155260.0,420.0,420.0,2021-06-17 07:51:03,2021-06-19 18:41:42
Michelin,428635_101,3938017,179906.0,1155294.0,420.0,420.0,2021-06-17 07:56:01,2021-06-19 18:41:42
Michelin,428635_101,3938019,179907.0,1155295.0,420.0,420.0,2021-06-17 07:56:01,2021-06-19 18:41:42
Michelin,098881_104,3943351,180160.0,1156462.0,720.0,720.0,2021-06-18 10:01:04,2021-06-19 15:50:12
Michelin,401328_105,3944059,180192.0,1156595.0,800.0,800.0,2021-06-18 11:36:01,2021-06-19 15:12:12
Michelin,401328_105,3944065,180191.0,1156594.0,800.0,800.0,2021-06-18 11:36:01,2021-06-19 15:12:12
Michelin,677456_104,3897947,177657.0,1142243.0,500.0,500.0,2021-06-07 05:56:02,2021-06-20 18:46:34
Michelin,495612_124,3938166,179914.0,1155353.0,550.0,550.0,2021-06-17 08:16:07,2021-06-20 17:38:17
Michelin,555774_101,3939353,179970.0,1155578.0,1760.0,1760.0,2021-06-17 10:21:04,2021-06-20 05:26:38
Michelin,423336_115,3941042,179998.0,1155786.0,36.0,36.0,2021-06-18 02:21:01,2021-06-20 18:46:34
Michelin,428635_101,3942326,180140.0,1156255.0,420.0,420.0,2021-06-18 08:36:01,2021-06-20 18:46:34
Michelin,428635_101,3942342,180142.0,1156257.0,420.0,420.0,2021-06-18 08:41:02,2021-06-20 18:46:35
Michelin,428635_101,3942365,180141.0,1156256.0,420.0,420.0,2021-06-18 08:41:02,2021-06-20 18:46:35
Michelin,439132_101,3942571,180150.0,1156267.0,405.0,405.0,2021-06-18 08:56:01,2021-06-20 16:55:21
Michelin,371021_899,3942753,180153.0,1156270.0,12.0,12.0,2021-06-18 09:16:01,2021-06-20 11:19:57
Michelin,371021_899,3943985,180190.0,1156592.0,4.0,4.0,2021-06-18 11:31:02,2021-06-20 11:19:16
Michelin,371021_899,3943985,180190.0,1156593.0,2.0,2.0,2021-06-18 11:31:02,2021-06-20 11:19:16
Michelin,389858_111,3944660,180255.0,1156793.0,112.0,112.0,2021-06-19 04:46:02,2021-06-20 18:46:50
Michelin,389858_111,3944664,180256.0,1156794.0,112.0,112.0,2021-06-19 04:46:02,2021-06-20 18:46:50
Michelin,825202_109,3947159,180380.0,1157451.0,800.0,800.0,2021-06-20 02:56:01,2021-06-20 16:54:26
Michelin,825202_109,3947160,180381.0,1157452.0,800.0,800.0,2021-06-20 02:56:01,2021-06-20 16:54:26
Michelin,677456_104,3897948,177658.0,1142244.0,500.0,500.0,2021-06-07 06:01:02,2021-06-21 14:10:07
Michelin,428635_101,3942375,180145.0,1156262.0,420.0,420.0,2021-06-18 08:41:02,2021-06-21 14:10:07
Michelin,825202_109,3947161,180382.0,1157453.0,800.0,800.0,2021-06-20 02:56:01,2021-06-21 15:53:08
Michelin,825202_109,3947162,180383.0,1157454.0,800.0,800.0,2021-06-20 02:56:02,2021-06-21 15:53:08
Michelin,555774_101,3949228,180498.0,1157841.0,2112.0,2112.0,2021-06-21 00:16:01,2021-06-21 08:51:34
Michelin,677456_104,3897949,177659.0,1142245.0,500.0,500.0,2021-06-07 06:01:02,2021-06-22 17:37:11
Michelin,243266_101,3933109,179577.0,1153268.0,504.0,504.0,2021-06-16 02:26:02,2021-06-22 17:35:44
Michelin,243266_101,3933110,179576.0,1153267.0,504.0,504.0,2021-06-16 02:26:02,2021-06-22 17:36:13
Michelin,243266_101,3933113,179578.0,1153269.0,504.0,504.0,2021-06-16 02:26:02,2021-06-22 17:36:43
Michelin,693182_102,3933122,179580.0,1153278.0,480.0,480.0,2021-06-16 02:31:05,2021-06-22 17:36:13
Michelin,428635_101,3942383,180143.0,1156258.0,420.0,420.0,2021-06-18 08:41:02,2021-06-22 17:37:11
Michelin,428635_101,3942395,180146.0,1156263.0,420.0,420.0,2021-06-18 08:41:02,2021-06-22 17:37:11
Michelin,439132_101,3942576,180151.0,1156268.0,405.0,405.0,2021-06-18 08:56:01,2021-06-22 16:33:40
Michelin,964829_107,3949365,180510.0,1157876.0,640.0,640.0,2021-06-21 02:41:01,2021-06-22 17:37:36
Michelin,964829_107,3949366,180509.0,1157875.0,118.0,118.0,2021-06-21 02:36:05,2021-06-22 17:37:36
Michelin,964829_107,3949366,180509.0,1157874.0,522.0,522.0,2021-06-21 02:36:05,2021-06-22 17:37:36
Michelin,825202_109,3949703,180637.0,1158182.0,800.0,800.0,2021-06-21 10:36:09,2021-06-22 16:31:36
Michelin,825202_109,3949704,180635.0,1158180.0,800.0,800.0,2021-06-21 10:36:01,2021-06-22 16:31:36
Michelin,622561_101,3949804,180642.0,1158236.0,1.0,1.0,2021-06-21 10:46:07,2021-06-22 17:38:06
Michelin,555774_101,3950278,180666.0,1158572.0,1760.0,1760.0,2021-06-21 11:31:02,2021-06-22 09:16:42
Michelin,389858_111,3952671,180756.0,1159075.0,350.0,350.0,2021-06-22 03:56:07,2021-06-22 12:16:32
Michelin,555774_101,3955554,180921.0,1159819.0,312.0,312.0,2021-06-22 12:01:02,2021-06-22 20:11:31
Michelin,422336_103,CTSC21062201,180692.0,1158993.0,150.0,150.0,2021-06-22 00:31:01,2021-06-22 16:34:05
Michelin,677456_104,3919596,178759.0,1149191.0,500.0,500.0,2021-06-11 09:16:02,2021-06-23 16:57:51
Michelin,428635_101,3942413,180147.0,1156264.0,420.0,420.0,2021-06-18 08:46:01,2021-06-23 16:57:51
Michelin,892524_115,3952448,180700.0,1159012.0,1100.0,1100.0,2021-06-22 02:31:02,2021-06-23 16:58:02
Michelin,996667_103,3956246,180958.0,1160006.0,1848.0,1848.0,2021-06-23 04:31:04,2021-06-23 14:11:10
Michelin,047665_101,5400001591,181038.0,1160296.0,6.0,6.0,2021-06-23 07:11:02,2021-06-23 19:04:44
Michelin,485685_108,3933142,179585.0,1153298.0,700.0,700.0,2021-06-16 02:36:02,2021-06-24 18:50:57
Michelin,401328_105,3933708,179676.0,1153537.0,800.0,800.0,2021-06-16 05:26:01,2021-06-24 17:07:53
Michelin,401328_105,3933714,179678.0,1153539.0,800.0,800.0,2021-06-16 05:26:01,2021-06-24 17:07:53
Michelin,495612_124,3938176,179912.0,1155351.0,550.0,550.0,2021-06-17 08:16:06,2021-06-24 17:02:49
Michelin,428635_101,3942518,180148.0,1156265.0,420.0,420.0,2021-06-18 08:51:01,2021-06-24 18:50:44
Michelin,439132_101,3942555,180149.0,1156266.0,405.0,405.0,2021-06-18 08:56:01,2021-06-24 15:34:46
Michelin,964829_107,3952392,180698.0,1159010.0,640.0,640.0,2021-06-22 02:01:03,2021-06-24 18:51:11
Michelin,964829_107,3952393,180699.0,1159011.0,640.0,640.0,2021-06-22 02:01:09,2021-06-24 18:51:11
Michelin,098881_104,3955984,180941.0,1159940.0,720.0,720.0,2021-06-23 03:06:03,2021-06-24 19:06:10
Michelin,098881_104,3955995,180942.0,1159941.0,720.0,720.0,2021-06-23 03:06:03,2021-06-24 19:06:11
Michelin,407678_107,CTSC21062301,181119.0,1160628.0,613.0,613.0,2021-06-23 09:36:01,2021-06-24 17:04:55
Michelin,407678_107,CTSC21062301,181119.0,1160629.0,387.0,387.0,2021-06-23 09:36:01,2021-06-24 17:04:55
Michelin,149203_110,CTSC21062302,181473.0,1162741.0,88.0,88.0,2021-06-24 11:06:06,2021-06-24 22:22:22
Michelin,407678_107,CTSC21062302,181473.0,1162743.0,247.0,247.0,2021-06-24 11:06:06,2021-06-24 22:22:22
Michelin,955962_119,CTSC21062302,181473.0,1162740.0,350.0,350.0,2021-06-24 11:06:06,2021-06-24 22:22:22
Michelin,407678_107,CTSC21062302,181473.0,1162742.0,257.0,257.0,2021-06-24 11:06:06,2021-06-24 22:22:22
Michelin,520764_899,SITC21062401,181173.0,1161180.0,989.0,989.0,2021-06-24 01:26:01,2021-06-24 14:37:39
Michelin,825202_109,3949708,180636.0,1158181.0,800.0,800.0,2021-06-21 10:36:04,2021-06-25 15:16:29
Michelin,825202_109,3949717,180638.0,1158183.0,800.0,800.0,2021-06-21 10:36:09,2021-06-25 15:16:29
Michelin,454516_101,3952894,180759.0,1159114.0,580.0,580.0,2021-06-22 05:46:08,2021-06-25 17:22:18
Michelin,428635_101,3953213,180771.0,1159230.0,420.0,420.0,2021-06-22 06:46:01,2021-06-25 17:22:29
Michelin,439132_101,3953313,180811.0,1159297.0,405.0,405.0,2021-06-22 07:01:04,2021-06-25 15:16:49
Michelin,677456_104,3956525,181018.0,1160166.0,650.0,650.0,2021-06-23 06:36:01,2021-06-25 17:22:29
Michelin,710345_120,3959667,181276.0,1162650.0,340.0,17.0,2021-06-24 04:01:04,2021-06-25 17:47:53
Michelin,710345_120,3959667,181276.0,1161322.0,340.0,323.0,2021-06-24 04:01:04,2021-06-25 17:47:53
Michelin,825202_109,3960067,181297.0,1161524.0,12.0,12.0,2021-06-24 06:36:01,2021-06-25 15:15:28
Michelin,892524_115,3960358,181363.0,1161884.0,1100.0,1100.0,2021-06-24 07:51:02,2021-06-25 17:22:09
Michelin,996667_103,3963041,181514.0,1163459.0,1848.0,1848.0,2021-06-25 03:21:05,2021-06-25 14:06:15
Michelin,964829_105,CTSC21062501,181527.0,1163593.0,100.0,100.0,2021-06-25 03:56:03,2021-06-25 18:12:20
Michelin,485685_108,CTSC21062501,181527.0,1163592.0,400.0,400.0,2021-06-25 03:56:03,2021-06-25 18:12:20
Michelin,120217_105,CTSC21062501,181527.0,1163591.0,1000.0,1000.0,2021-06-25 03:56:03,2021-06-25 18:12:20
Michelin,428635_101,3953234,180774.0,1159234.0,420.0,420.0,2021-06-22 06:46:02,2021-06-26 19:52:59
Michelin,428635_101,3953235,180772.0,1159231.0,420.0,420.0,2021-06-22 06:46:02,2021-06-26 19:52:59
Michelin,439132_101,3953322,180812.0,1159298.0,405.0,405.0,2021-06-22 07:01:07,2021-06-26 15:04:00
Michelin,677456_104,3956533,181019.0,1160167.0,650.0,650.0,2021-06-23 06:36:01,2021-06-26 19:52:59
Michelin,520764_101,3962943,181504.0,1163218.0,34.0,34.0,2021-06-25 02:51:01,2021-06-26 19:52:25
Michelin,622561_101,3962991,181510.0,1163454.0,28.0,28.0,2021-06-25 03:01:13,2021-06-26 19:53:16
Michelin,622561_101,3962991,181510.0,1163455.0,60.0,60.0,2021-06-25 03:01:13,2021-06-26 19:53:16
Michelin,520764_101,3963224,181533.0,1163623.0,12.0,12.0,2021-06-25 04:31:02,2021-06-26 19:52:26
Michelin,215487_110,3963308,181583.0,1163763.0,760.0,760.0,2021-06-25 05:26:02,2021-06-26 19:52:36
Michelin,215487_110,3963316,181584.0,1163764.0,760.0,760.0,2021-06-25 05:26:02,2021-06-26 19:52:35
Michelin,215487_110,3963323,181585.0,1163765.0,760.0,760.0,2021-06-25 05:26:02,2021-06-26 19:52:35
Michelin,215487_110,3963325,181593.0,1163776.0,760.0,760.0,2021-06-25 05:26:03,2021-06-26 19:52:36
Michelin,825202_109,3963498,181603.0,1163799.0,4.0,4.0,2021-06-25 06:11:01,2021-06-26 15:03:10
Michelin,710345_120,3963502,181604.0,1163800.0,4.0,4.0,2021-06-25 06:11:04,2021-06-26 14:22:14
Michelin,120217_105,3964427,181680.0,1164412.0,810.0,810.0,2021-06-25 08:26:01,2021-06-26 19:52:07
Michelin,839180_101,3964705,181687.0,1164566.0,750.0,750.0,2021-06-25 09:06:01,2021-06-26 19:52:36
Michelin,839180_101,3964741,181686.0,1164565.0,750.0,750.0,2021-06-25 09:06:01,2021-06-26 19:52:36
Michelin,839180_101,3964759,181689.0,1164568.0,750.0,750.0,2021-06-25 09:06:03,2021-06-26 19:52:07
Michelin,839180_101,3964766,181688.0,1164567.0,750.0,750.0,2021-06-25 09:06:01,2021-06-26 19:52:08
Michelin,839180_101,3964773,181690.0,1164569.0,750.0,750.0,2021-06-25 09:06:03,2021-06-26 19:52:07
Michelin,996667_103,3966747,181784.0,1165875.0,1680.0,1680.0,2021-06-26 00:26:05,2021-06-26 17:23:53
Michelin,439132_101,CTSC21062601,181665.0,1164350.0,30.0,30.0,2021-06-25 08:01:05,2021-06-26 15:02:56
Michelin,677456_104,3956540,181020.0,1160168.0,650.0,650.0,2021-06-23 06:36:01,2021-06-27 10:31:41
Michelin,423336_115,3956905,181040.0,1161068.0,160.0,8.0,2021-06-23 07:41:06,2021-06-27 16:10:37
Michelin,423336_115,3956905,181040.0,1160362.0,160.0,152.0,2021-06-23 07:41:06,2021-06-27 16:10:37
Michelin,495612_124,3960526,181375.0,1162055.0,550.0,550.0,2021-06-24 08:11:02,2021-06-27 17:21:10
Michelin,495612_124,3960534,181374.0,1162054.0,550.0,550.0,2021-06-24 08:11:01,2021-06-27 17:21:10
Michelin,401328_105,3963027,181512.0,1163457.0,800.0,800.0,2021-06-25 03:21:02,2021-06-27 17:21:11
Michelin,401328_105,3963038,181513.0,1163458.0,800.0,800.0,2021-06-25 03:21:02,2021-06-27 17:21:09
Michelin,428635_101,3964149,181670.0,1164355.0,420.0,420.0,2021-06-25 08:06:05,2021-06-27 10:31:41
Michelin,439132_101,3964215,181675.0,1164361.0,405.0,405.0,2021-06-25 08:11:01,2021-06-27 16:10:37
Michelin,996667_103,3971207,181963.0,1167210.0,1680.0,1680.0,2021-06-27 05:31:06,2021-06-27 14:58:52
Michelin,892524_115,3962866,181498.0,1163034.0,1100.0,1100.0,2021-06-25 02:11:01,2021-06-28 17:40:18
Michelin,401328_105,3963046,181515.0,1163460.0,800.0,800.0,2021-06-25 03:21:05,2021-06-28 15:25:47
Michelin,401328_105,3963050,181517.0,1163470.0,800.0,800.0,2021-06-25 03:21:06,2021-06-28 15:25:47
Michelin,485685_108,3963813,181619.0,1164212.0,1008.0,1008.0,2021-06-25 07:26:01,2021-06-28 17:40:50
Michelin,677456_104,3964120,181668.0,1164353.0,650.0,650.0,2021-06-25 08:06:02,2021-06-28 17:39:48
Michelin,428635_101,3964156,181669.0,1164354.0,420.0,420.0,2021-06-25 08:06:04,2021-06-28 17:39:49
Michelin,428635_101,3964163,181673.0,1164359.0,420.0,420.0,2021-06-25 08:06:05,2021-06-28 17:39:49
Michelin,439132_101,3964222,181676.0,1164362.0,405.0,405.0,2021-06-25 08:11:03,2021-06-28 15:25:35
Michelin,996667_103,3973775,182084.0,1167590.0,1444.0,1444.0,2021-06-28 05:36:01,2021-06-28 14:52:48
Michelin,401328_105,3963051,181519.0,1163472.0,800.0,800.0,2021-06-25 03:21:06,2021-06-29 16:31:52
Michelin,401328_105,3963052,181518.0,1163471.0,800.0,800.0,2021-06-25 03:21:06,2021-06-29 16:31:52
Michelin,677456_104,3964122,181667.0,1164352.0,650.0,650.0,2021-06-25 08:06:02,2021-06-29 17:49:49
Michelin,428635_101,3964171,181671.0,1164356.0,420.0,420.0,2021-06-25 08:06:05,2021-06-29 17:49:49
Michelin,428635_101,3964178,181674.0,1164360.0,420.0,420.0,2021-06-25 08:06:05,2021-06-29 17:49:49
Michelin,839180_101,3964783,181691.0,1164570.0,750.0,750.0,2021-06-25 09:06:04,2021-06-29 17:49:38
Michelin,389858_111,3973767,182083.0,1167589.0,504.0,504.0,2021-06-28 05:31:02,2021-06-29 11:53:40
Michelin,176757_101,3975194,182213.0,1168763.0,40.0,40.0,2021-06-28 09:21:04,2021-06-29 17:50:03
Michelin,829971_101,5910005966,182315.0,1169242.0,56.0,56.0,2021-06-29 04:11:01,2021-06-29 13:33:58
Michelin,974869_101,5910005966,182315.0,1169243.0,13.0,13.0,2021-06-29 04:11:01,2021-06-29 13:33:58
Michelin,423336_115,CTSC21062901,182172.0,1168462.0,20.0,20.0,2021-06-28 08:41:01,2021-06-29 16:35:55
Michelin,693182_102,3959623,181272.0,1161303.0,480.0,480.0,2021-06-24 03:41:13,2021-06-30 18:03:04
Michelin,693182_102,3959627,181273.0,1161304.0,480.0,480.0,2021-06-24 03:41:14,2021-06-30 18:03:04
Michelin,693182_102,3959637,181274.0,1161305.0,480.0,480.0,2021-06-24 03:41:14,2021-06-30 18:03:05
Michelin,974869_101,3960212,181324.0,1161825.0,550.0,550.0,2021-06-24 07:26:01,2021-06-30 18:03:41
Michelin,520764_101,3962937,181503.0,1163217.0,128.0,128.0,2021-06-25 02:46:01,2021-06-30 18:02:55
Michelin,520764_101,3962954,181506.0,1163272.0,12.0,12.0,2021-06-25 02:56:01,2021-06-30 18:02:55
Michelin,047665_101,3976997,182262.0,1169159.0,600.0,600.0,2021-06-29 01:56:02,2021-06-30 18:02:55
Michelin,996667_103,3981428,182484.0,1170388.0,1499.0,1499.0,2021-06-30 02:41:01,2021-06-30 11:57:50
Michelin,996667_103,3981445,182486.0,1170436.0,1680.0,1680.0,2021-06-30 02:46:01,2021-06-30 11:57:50